Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
90,-1.2758333333333334,90.0,-1.2756666666666667,90.0,-1.0391666666666668,90.0,-2.0380833333333332,90.0,0.1335,90.0,0.13183333333333333,90.0,-1.4568333333333332,90.0,-1.3659999999999999
91,-1.2766666666666666,91.0,-1.27725,91.0,-1.00725,91.0,-2.1091666666666664,91.0,0.13716666666666666,91.0,0.14475000000000002,91.0,-1.4195833333333334,91.0,-1.3771666666666667
92,-1.27975,92.0,-1.2751666666666666,92.0,-0.9325833333333332,92.0,-2.1068333333333333,92.0,0.14608333333333334,92.0,0.13633333333333333,92.0,-1.3310833333333332,92.0,-1.42975
93,-1.2762499999999999,93.0,-1.2755833333333333,93.0,-0.89575,93.0,-2.0913333333333335,93.0,0.14808333333333334,93.0,0.14708333333333334,93.0,-1.2816666666666667,93.0,-1.4538333333333335
94,-1.2786666666666668,94.0,-1.2761666666666667,94.0,-0.8364166666666667,94.0,-2.0498333333333334,94.0,0.15233333333333335,94.0,0.15416666666666667,94.0,-1.234,94.0,-1.2571666666666668
95,-1.2783333333333333,95.0,-1.2739166666666668,95.0,-0.8143333333333334,95.0,-1.9484166666666667,95.0,0.15241666666666667,95.0,0.16066666666666665,95.0,-1.1848333333333334,95.0,-1.2746666666666666
96,-1.27775,96.0,-1.27825,96.0,-0.8079166666666667,96.0,-2.1743333333333332,96.0,0.15433333333333335,96.0,0.169,96.0,-1.1450833333333332,96.0,-1.4533333333333334
97,-1.2793333333333334,97.0,-1.279,97.0,-0.7897500000000001,97.0,-2.06975,97.0,0.16258333333333333,97.0,0.17216666666666666,97.0,-1.0980833333333333,97.0,-1.41775
98,-1.2781666666666667,98.0,-1.2785833333333334,98.0,-0.7560833333333333,98.0,-2.0069166666666667,98.0,0.16308333333333333,98.0,0.16874999999999998,98.0,-1.0355,98.0,-1.3625833333333333
99,-1.2769166666666667,99.0,-1.2765,99.0,-1.0075,99.0,-2.206166666666667,99.0,0.16749999999999998,99.0,0.17016666666666666,99.0,-1.2338333333333333,99.0,-1.44525
